0: 70,130,132,17
2: 22,137,194,153
3: 140,149,81,230,166,179
4: 126,20,23,142,247,32
5: 145,110,218
6: 148,193,19,232,82
7: 49,148,176,242,150,163
8: 177,108,42,244,156,219
9: 223,115,209,159,157
10: 94,254,213,164,231
11: 117,97,192,166,189,229
12: 210,21,171,239,82,25
13: 154,173,104
14: 151,175,207,88,184
15: 180,221,62
16: 225,64,46,183,60,235
17: 168,185,0,70
18: 89,111,230,189,190
19: 90,198,6,193,21,82
20: 4,142,195,202,32
21: 12,239,82,19,197,198
22: 2,137,201
23: 126,98,4,142,133,205
24: 63,127,208,250,91
25: 232,182,106,210,12,82
26: 246,212,155,172,28,47
27: 215,109,244,156,184
28: 47,233,220,191,212,26
29: 227,193,186,222,90
30: 77,206,224,51
31: 68,124,226,169,96,136
32: 247,228,199,20,4
33: 70,132,74,40,131,162
34: 161,218,164,254
35: 182,72,143,117,240,229
36: 144,167
37: 105,78,146,159,41,93
38: 149,134
39: 97,129,179,152,71
40: 89,131,216,74,33
41: 253,93,157,245,37,159
42: 8,160,195,202,219
43: 94,254,102,131,135,162
44: 67,165,105,80,93,204
45: 75,255,68,107,167,169
46: 64,183,16,170,118,231
47: 28,233,200,113,26,172
48: 117,192,220,174,212
49: 7,165,176,114,242,87
50: 54,178,248,92
51: 181,30,77
52: 187,234
53: 236,119,191,242,241,150
54: 50,252,248,197,198,92
55: 95,120,228,199,238,107
56: 100,211,58,139,103,203
57: 88,177,256,112,207
58: 56,211,103,207,151
59: 94,102,116,133,213,147
60: 225,16,251,217,235,128
61: 119,233,200,123,160,219
62: 125,245,15,221,83
63: 127,223,24
64: 225,46,16,170,188
65: 130
66: 130,132,190,74,81,134
67: 227,44,141,165,176,80
68: 75,45,124,153,169,31
69: 79,161,168,185
70: 0,132,33,17,162,168
71: 140,39,179
72: 182,35,174,106,84,117
73: 187,186,121,222,178
74: 66,132,190,33,40
75: 45,68,153,167,194,144
76: 98,113,142,160,202,200
77: 30,101,171,206,51
78: 214,105,37,146,175,158
79: 69,161,218
80: 253,237,93,227,44,67
81: 149,3,134,230,66,190
82: 21,12,6,19,232,25
83: 187,234,121,62,125
84: 174,72,106,150,163,236
85: 195,238,226,99,199
86: 181,152,138,240,129
87: 215,114,242,241,49
88: 57,177,207,14,244,184
89: 246,111,40,18,216,155
90: 222,19,248,198,29,193
91: 250,214,146,223,24
92: 50,54,252
93: 80,253,41,105,37,44
94: 10,254,102,59,43,213
95: 104,55,173,255,107
96: 256,136,112,243,124,31
97: 39,11,129,166,179,229
98: 113,23,76,142,116,133
99: 108,136,226,195,85
100: 56,211,139,196,201
101: 77,210,171,143,138
102: 94,59,43,147,131,216
103: 56,58,208,203,250
104: 217,95,120,13,154
105: 78,37,158,93,204,44
106: 232,182,25,72,84,163
107: 238,45,255,169,95,55
108: 99,177,8,256,136
109: 114,27,184,204,158
110: 5,145,170,188,164
111: 89,246,18,212,192,189
112: 196,243,96,57,256
113: 98,76,47,200,116,172
114: 109,87,204,49,165
115: 209,221,9,157
116: 59,133,98,113,147,172
117: 11,192,229,48,35,174,72
118: 46,183,231,126,205
119: 61,53,233,191,123,241
120: 217,104,55,228,235
121: 187,73,83,186,237,125
122: 206,239,252,197,224
123: 215,156,241,219,119,61
124: 68,153,31,137,243,96
125: 62,253,237,245,83,121
126: 23,4,247,183,118,205
127: 63,24,249,208
128: 251,225,60
129: 39,97,240,86,152
130: 0,65,66,132,134
131: 40,216,102,43,162,33
132: 0,66,70,130,74,33
133: 59,116,213,205,98,23
134: 38,149,81,66,130
135: 161,162,168,254,43
136: 96,99,108,256,226,31
137: 2,22,201,243,124,153
138: 181,86,143,101,240
139: 56,100,203
140: 149,3,71,179
141: 227,67,148,176,193
142: 98,20,23,4,76,202
143: 182,35,210,101,240,138
144: 36,194,75,167
145: 5,110,188
146: 214,91,78,37,159
147: 216,155,172,102,59,116
148: 6,7,141,176,232,163
149: 38,140,3,81,134
150: 84,163,242,7,236,53
151: 250,14,214,175,58
152: 86,39,129
153: 75,68,124,2,137,194
154: 13,251,217,104
155: 147,89,246,26,216,172
156: 215,123,27,244,8,219
157: 41,245,9,115,221,159
158: 105,78,175,109,184,204
159: 37,146,9,41,157
160: 76,202,219,42,61,200
161: 79,69,135,218,34
162: 135,168,43,131,70,33
163: 232,106,84,150,7,148
164: 170,231,10,110,34
165: 44,49,67,176,114,204
166: 97,230,11,179,189,3
167: 75,45,255,36,144
168: 17,69,135,162,70
169: 238,45,68,107,226,31
170: 64,46,188,164,231,110
171: 77,210,101,206,12,239
172: 147,26,155,113,47,116
173: 255,13,95
174: 72,84,236,220,117,48
175: 14,214,78,151,158,184
176: 49,7,67,141,148,165
177: 88,57,108,8,256,244
178: 222,50,248,73
179: 39,97,166,140,3,71
180: 15
181: 86,51,138
182: 35,25,72,106,143,210
183: 46,16,118,247,235,126
184: 109,27,14,175,158,88
185: 17,69
186: 73,121,237,29,227,222
187: 52,234,73,83,121
188: 64,170,145,110
189: 230,11,192,166,111,18
190: 66,74,18,230,81
191: 28,236,119,53,233,220
192: 117,11,189,48,111
193: 29,6,141,19,90
194: 2,144,75,153
195: 20,202,85,99,42
196: 100,211,112,243,201
197: 54,252,198,122,21,239
198: 54,19,90,248,197,21
199: 55,228,32,238,85
200: 47,61,233,113,76,160
201: 22,137,100,196,243
202: 20,76,142,160,195,42
203: 249,208,56,139,103
204: 109,114,105,158,44,165
205: 133,213,126,23,118
206: 30,122,77,171,239,224
207: 211,58,14,88,57
208: 249,203,127,24,103
209: 115,9
210: 101,171,12,182,25,143
211: 56,100,58,196,207
212: 246,111,26,28,220,48
213: 94,10,59,133,205
214: 250,91,78,146,151,175
215: 123,27,87,156,241
216: 147,89,40,131,155,102
217: 104,120,235,251,154,60
218: 79,161,34,5
219: 160,8,42,123,156,61
220: 28,236,191,174,212,48
221: 115,15,62,157,245
222: 90,178,248,73,186,29
223: 63,9,91
224: 30,122,206
225: 64,16,60,128
226: 238,169,31,99,136,85
227: 29,67,141,80,237,186
228: 247,55,120,199,32
229: 117,97,240,11,35
230: 166,189,18,190,3,81
231: 46,170,118,164,10
232: 25,106,163,6,148,82
233: 28,47,119,61,200,191
234: 52,187,83
235: 217,120,183,16,60
236: 53,220,191,174,84,150
237: 80,253,125,186,121,227
238: 107,226,169,55,199,85
239: 122,21,171,206,12,197
240: 129,229,35,143,86,138
241: 215,123,242,87,119,53
242: 87,241,49,7,53,150
243: 196,112,137,201,124,96
244: 27,156,88,177,8
245: 62,253,41,125,157,221
246: 89,111,212,26,155
247: 228,32,126,4,183
248: 222,50,54,90,178,198
249: 208,203,127
250: 214,91,151,24,103
251: 154,217,128,60
252: 54,197,92,122
253: 80,41,237,125,93,245
254: 94,10,43,135,34
255: 45,107,167,173,95
256: 96,57,177,108,136,112
