0: 70,257,264,17
2: 261,153,366,334,137,301
3: 434,166,490,140,179,149
4: 32,247,326,271,142,126
5: 218,353,273,447
6: 193,258,141,276,324,148
7: 242,163,278,348,150,355
8: 108,285,398,438,444,385
9: 209,115,310,471,288,157
10: 94,380,254,469,291,378
11: 393,390,229,192,294,97
12: 299,315,343,332,171,239
13: 305,154,173,104,417
14: 463,207,151,184,175,307
15: 312,364,492,180,221
16: 225,480,46,235,183,424
17: 0,70,317,445
18: 111,509,451,450,321,397
19: 21,276,324,82,299,332
20: 266,326,142,202,284
21: 19,324,365,198,330,299
22: 282,201,334,301
23: 502,126,205,271,394,338
24: 341,208,127,369
25: 82,404,497,343,332,106
26: 246,451,381,323,345,212
27: 109,336,350,501,443,356
28: 511,233,426,354,345
29: 186,227,421,193,357,322
30: 302,224,361
31: 498,124,96,68,386,368
32: 247,4,228,277,326,371
33: 40,411,374,132,281,298
34: 164,447,469,378,353,408
35: 393,143,329,182,429,383
36: 387,333,440
37: 146,340,389,78,313,422
38: 134,391,287
39: 286,363,490,97,179,129
40: 374,74,33,401,190,298
41: 400,406,389,466,93,422
42: 202,410,195,285,398,266
43: 94,135,414,254,102,131
44: 105,165,292,418,376
45: 420,472,167,75,300,270
46: 225,16,377,170,424,489
47: 477,113,465,200,426,172
48: 481,117,111,512,212,431
49: 351,433,479,278,430,468
50: 178,437
51: 181,309,439,77,494
52: 442,486,295,507,187
53: 150,236,419,191,360,436
54: 198,248,272,373,274
55: 388,95,491,455,238
56: 58,103,289,458,311,413
57: 112,463,474,88,177,483
58: 475,56,458,413,211,306
59: 94,102,478,409,327
60: 217,225,480,506,462,251
61: 488,407,358,219,123,160
62: 485,312,335,364,500
63: 127,370,487,369
64: 489,377
65: 287,259
66: 279,298,74,262,81
67: 165,418,384,227,479,265,322
68: 368,379,270,31,124
69: 503,168,275,293,161
70: 0,257,132,17,281,445
71: 286,490,140
72: 481,174,290,428,182,383
73: 121,505,186,367,222,295
74: 40,190,510,328,66,298
75: 194,153,300,366,270,45
76: 465,325,403,280,284,303
77: 51,309,361,302,461
78: 214,158,313,476,37,146
79: 316,218,275
80: 253,93,418,384,466,320
81: 134,262,352,267,328,66
82: 25,404,332,232,19,276
83: 335,500,234,121,493,507
84: 473,236,174,290,339,419
85: 199,266,326,371,195,342
86: 346,181
87: 215,109,432,468,336,351
88: 463,57,307,356,483,244
89: 246,155,147,450,347,362
90: 357,258,365,367,274,454
91: 370,223,250,146,331,340
92: 453
93: 80,422,376,41,466
94: 43,10,380,254,59,327
95: 55,417,491,382,435,455
96: 31,498,243,460,256,386
97: 39,179,129,390,11,294
98: 113,394,116,283,338,303
99: 195,226,297,342,398,438
100: 139,282,402,458,311
101: 143,138,210,405,309,494
102: 43,59,131,409,268,216
103: 56,289,341,413,308
104: 349,375,417,491,154,13
105: 44,292,376,204,158,313
106: 290,339,415,25,404,428
107: 169,425,448,455,199,238
108: 483,136,8,438,444,177
109: 114,27,468,87,336,443
110: 164,447,423,145,188,273
111: 48,512,18,212,509,451
112: 463,474,207,57,306,319
113: 98,477,116,47,303,465
114: 109,468,204,443,292,430
115: 209,492,9,471
116: 478,98,477,113,283,344
117: 481,48,431,473,174
118: 231,296,424,484,170,456
119: 191,511,488,233,449,407
120: 314,388,416,349,491
121: 505,73,493,83,295,507
122: 495,372,252,464
123: 215,241,496,358,61,488
124: 31,498,137,366,270,68
125: 485,500,245,253,237,493
126: 23,502,499,247,4,271
127: 63,208,504,24
128: 462,506
129: 39,363,97,260,390,240
130: 257,264,279,262,259
131: 43,414,102,411,374,268
132: 70,257,279,281,298,33
133: 283,327,338,213,205,380
134: 38,287,262,352,259,81
135: 43,414,254,293,161
136: 108,438,256,177,386,297
137: 498,441,124,301,2,366
138: 143,240,101,304,429,494
139: 100,203,311
140: 71,490,3,149,318
141: 193,6,148,322,176,265
142: 4,326,271,20,325,284
143: 329,138,101,429,35,210
144: 194,300,387,333
145: 337,188,110,273
146: 37,91,331,340,214,78
147: 89,155,467,409,344,347,216
148: 232,6,141,276,176,163
149: 391,352,3,267,140,318
150: 53,355,419,242,7,436
151: 14,207,475,359,175
152: 395,363,260,346
153: 194,263,75,2,366
154: 13,104,375
155: 89,246,381,147,467
156: 244,358,444,385,350,496
157: 471,159,400,288,392,9
158: 204,78,313,476,396,105
159: 400,288,157,389,223,340
160: 482,403,410,280,219,61
161: 69,293,469,135,408
162: 168,445,293,414,411,281
163: 7,348,232,148,355,415
164: 399,110,447,423,34,378
165: 44,67,292,418,479,430
166: 230,434,3,294,189,179
167: 472,255,45,333,440,300
168: 69,503,317,445,162,293
169: 107,425,379,420,448
170: 46,118,424,489,508,456
171: 239,461,427,405,12,315
172: 381,345,467,426,477,47
173: 470,382,305,13,417
174: 84,473,290,117,72
175: 184,214,476,359,14,151
176: 433,265,348,141,148
177: 474,57,256,483,136,108
178: 486,50,222,248,454
179: 39,490,97,3,294,166
180: 492,15
181: 51,494,304,346,86
182: 329,35,383,428,497,72
