0: 70,130,132,17
2: 22,137,194,153
3: 140,149,81,179,230,166
4: 20,23,142,32,247,126
5: 145,110,218
6: 193,141,148,19,232,82
7: 49,148,176,242,150,163
8: 177,108,244,156,42,219
9: 115,209,223,157,159
10: 94,213,164,231,34,254
11: 189,97,229,192,166
12: 210,21,171,239,82,25
13: 154,104,173
14: 151,175,207,88,184
15: 180,221,62
16: 225,64,46,183,60,235
17: 0,70,168,185
18: 89,246,111,189,230,190
19: 90,198,193,6,21,82
20: 4,142,195,202,85,32
21: 12,239,82,19,197,198
22: 2,137,201
23: 98,4,142,126,205,133
24: 63,127,208,103,250,91
25: 232,182,106,210,12,82
26: 172,246,212,155,28,47
27: 215,109,184,156,88,244
28: 47,233,220,191,212,26
29: 222,90,186,193,227,141
30: 224,77,206,51
31: 68,124,226,169,96,136
32: 247,228,199,20,4,85
33: 131,70,132,74,40,162
34: 161,254,164,10,218
35: 182,72,143,117,240,229
36: 144,167
37: 105,78,146,41,93,159
38: 149,134,65
39: 152,129,97,71,179
40: 89,216,131,74,33
41: 253,93,157,245,159,37
42: 160,195,202,219,8
43: 135,162,254,94,102,131
44: 67,165,105,80,93,204
45: 75,255,68,107,169,167
46: 64,183,16,170,118,231
47: 28,233,200,113,172,26
48: 117,192,220,174,111,212
49: 7,165,176,114,242,87
50: 54,178,248,92
51: 181,77,30
52: 187,234
53: 119,191,242,241,150,236
54: 50,248,197,198,92,252
55: 95,120,228,199,238,107
56: 100,211,58,103,203,139
57: 88,177,256,207,112
58: 56,211,207,103,250,151
59: 94,102,213,116,133,147
60: 225,16,251,217,235,128
61: 123,119,233,200,160,219
62: 125,245,15,221,83
63: 127,223,24
64: 225,46,16,170,188
65: 130,38,134
66: 130,132,190,74,81,134
67: 227,44,141,165,176,80
68: 75,45,124,169,31,153
69: 79,135,161,168
70: 0,132,33,17,162,168
71: 140,179,39
72: 182,35,174,106,84,117
73: 187,186,121,222,178
74: 66,132,190,33,40
75: 45,68,194,153,144,167
76: 98,113,142,160,202,200
77: 101,171,206,30,51
78: 214,105,37,146,158,175
79: 69,161,218
80: 253,237,93,227,44,67
81: 149,3,134,230,66,190
82: 21,12,6,19,232,25
83: 187,234,121,62,125
84: 174,72,106,150,163,236
85: 20,195,238,226,99,32,199
86: 181,152,138,129
87: 215,114,242,241,49
88: 57,177,244,207,14,27,184
89: 246,40,18,155,216
90: 222,19,29,248,198,193
91: 250,214,146,223,24
92: 252,50,54
93: 80,253,41,105,37,44
94: 10,102,59,213,43,254
95: 55,173,255,107,104
96: 136,256,243,112,124,31
97: 11,166,129,39,179
98: 113,23,76,142,116,133
99: 108,136,226,195,85
100: 56,211,196,139,201
101: 143,77,210,171,181,138
102: 94,59,147,216,43,131
103: 56,58,208,203,24,250
104: 13,154,217,95,120
105: 78,37,158,93,204,44
106: 232,182,25,72,84,163
107: 238,45,255,169,95,55
108: 99,177,8,136,256
109: 114,204,27,184,158
110: 5,145,170,188,164
111: 246,18,212,189,192,48
112: 211,196,243,96,57,256
113: 98,76,47,200,116,172
114: 109,204,87,49,165
115: 180,209,221,9,157
116: 59,133,147,98,113,172
117: 229,192,48,35,174,72
118: 46,183,231,126,205
119: 123,61,53,233,191,241
120: 217,55,228,235,104
121: 187,73,83,186,237,125
122: 206,239,197,252,224
123: 119,61,215,156,241,219
124: 68,31,137,153,243,96
125: 62,253,237,245,83,121
126: 183,118,247,23,4,205
127: 63,24,208
128: 251,225,60
129: 86,152,39,97,240
130: 0,66,132,134,65
131: 33,102,40,216,43,162
132: 0,66,70,130,74,33
133: 205,59,213,116,98,23
134: 38,149,81,66,130,65
135: 43,69,161,162,168,254
136: 96,99,108,256,226,31
137: 2,22,201,153,243,124
138: 181,86,143,101,240
139: 203,56,100
140: 149,3,71,179
141: 193,227,6,67,148,176,29
142: 98,20,23,4,76,202
143: 210,101,182,35,240,138
144: 36,167,194,75
145: 5,110,188
146: 214,91,78,37,223,159
147: 102,59,116,172,155,216
148: 6,7,141,176,232,163
149: 38,140,3,81,134
150: 84,163,236,242,7,53
151: 250,14,214,175,58,207
152: 86,129,39
153: 2,137,194,75,68,124
154: 13,251,104,217
155: 172,89,246,26,216,147
156: 215,27,8,244,219,123
157: 41,245,159,115,221,9
158: 105,78,175,109,204,184
159: 41,157,223,9,37,146
160: 42,76,202,219,61,200
161: 79,69,135,34,254,218
162: 43,135,168,131,70,33
163: 232,106,84,150,7,148
164: 170,231,10,110,34
165: 44,49,67,176,114,204
166: 189,97,230,11,3,179
167: 36,144,75,45,255
168: 69,135,162,70,17
169: 238,45,68,107,226,31
170: 64,46,188,164,231,110
171: 77,210,101,206,12,239
172: 26,155,113,47,116,147
173: 255,13,95
174: 72,84,236,220,117,48
175: 14,214,78,151,158,184
176: 49,7,67,141,148,165
177: 88,57,108,8,256,244
178: 222,50,248,73
179: 140,3,71,97,166,39
180: 115,15
181: 86,51,138,101
182: 35,25,72,106,143,210
183: 46,16,118,126,247,235
184: 109,27,14,158,175,88
185: 69,168,17
186: 73,121,237,227,222,29
187: 52,234,73,83,121
188: 64,170,145,110
189: 230,11,192,166,111,18
190: 66,74,18,230,81
191: 28,119,53,233,220,236
192: 189,117,11,229,48,111
193: 6,141,19,90,29
194: 2,153,144,75
195: 42,20,202,85,99
196: 100,211,112,201,243
197: 54,198,252,122,21,239
198: 54,19,90,248,197,21
199: 32,55,228,238,85
200: 47,61,233,113,76,160
201: 22,137,243,100,196
202: 42,20,76,142,160,195
203: 249,208,139,56,103
204: 109,114,105,158,44,165
205: 213,133,23,118,231,126
206: 122,77,171,239,224,30
207: 211,58,14,151,88,57
208: 249,203,127,24,103
209: 115,9
210: 143,101,171,12,182,25
211: 56,100,58,207,196,112
212: 246,111,26,28,220,48
213: 94,10,205,59,133,231
214: 250,91,78,146,151,175
215: 27,87,156,241,123
216: 89,40,155,102,147,131
217: 120,235,251,154,104,60
218: 5,79,161,34
219: 42,160,8,156,123,61
220: 28,191,174,236,212,48
221: 115,15,62,157,245
222: 90,29,178,248,73,186
223: 63,9,91,146,159
224: 30,122,206
225: 64,16,60,128
226: 238,169,31,99,136,85
227: 67,141,80,237,186,29
228: 32,247,55,120,235,199
229: 117,240,11,192,35
230: 189,166,18,190,3,81
231: 46,170,118,164,10,205,213
232: 25,106,163,6,148,82
233: 28,47,119,61,200,191
234: 52,187,83
235: 217,247,120,228,183,16,60
236: 174,84,150,53,220,191
237: 80,253,125,186,121,227
238: 107,226,169,55,199,85
239: 122,21,171,206,12,197
240: 229,35,143,138,129
241: 215,242,87,123,119,53
242: 87,241,49,7,53,150
243: 137,201,196,112,124,96
244: 88,177,8,27,156
245: 62,253,41,125,157,221
246: 89,111,18,212,26,155
247: 32,228,235,4,183,126
248: 222,50,54,90,178,198
249: 208,203
250: 214,91,151,24,58,103
251: 154,217,128,60
252: 92,54,197,122
253: 80,41,237,125,93,245
254: 43,135,161,34,94,10
255: 45,107,173,167,95
256: 96,57,177,108,136,112
